employee_index,user_id,user_role,department,experience_level,task_type,AI_tool_used,hours_worked_per_week,time_saved_per_week,satisfaction_score,performance_improvement_pct,usage_frequency,country,remote_status
401,U0401,Data Analyst,Tech,Mid,Data Analysis,Notion AI,47.1,7.6,4,20.4,Occasional,USA,Remote
402,U0402,Data Analyst,Tech,Junior,Visualization,Gemini,35.0,8.3,6,22.8,Daily,India,Remote
403,U0403,Marketing Specialist,Marketing,Senior,Email Drafting,Other,46.6,8.3,2,20.2,Occasional,USA,Remote
404,U0404,Developer,Tech,Junior,Bug Fixing,ChatGPT,48.5,7.7,4,23.8,Daily,Canada,Hybrid
405,U0405,Data Analyst,Tech,Mid,Report Writing,Other,41.1,7.2,3,21.5,Weekly,UK,Remote
406,U0406,Manager,Management,Mid,Scheduling,Other,46.3,10.5,5,27.9,Daily,Japan,Hybrid
407,U0407,Manager,Management,Senior,Report Writing,Notion AI,42.4,6.5,3,16.3,Occasional,India,Hybrid
408,U0408,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,41.4,11.2,6,27.1,Daily,Japan,Hybrid
409,U0409,Financial Analyst,Finance,Junior,Data Analysis,Notion AI,43.8,10.4,6,25.1,Daily,USA,Remote
410,U0410,Data Analyst,Tech,Junior,Report Writing,ChatGPT,40.0,9.9,5,22.5,Weekly,USA,Remote
411,U0411,Designer,Marketing,Mid,Image Generation,Gemini,51.6,8.0,5,23.4,Weekly,Germany,Remote
412,U0412,HR Specialist,HR,Mid,Policy Q&A,Gemini,42.3,14.1,7,37.5,Daily,Japan,Remote
413,U0413,Designer,Marketing,Mid,Asset Creation,ChatGPT,44.5,5.7,3,19.7,Weekly,USA,Office
414,U0414,Designer,Marketing,Mid,Copywriting,Notion AI,47.4,6.8,3,12.9,Daily,USA,Office
415,U0415,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,46.7,11.3,7,26.5,Daily,India,Remote
416,U0416,HR Specialist,HR,Senior,Policy Q&A,Notion AI,41.6,11.1,5,31.4,Daily,UK,Hybrid
417,U0417,HR Specialist,HR,Junior,Email Drafting,ChatGPT,41.8,7.8,4,23.6,Daily,USA,Hybrid
418,U0418,Developer,Tech,Junior,Code Review,Gemini,43.1,9.6,5,18.3,Daily,USA,Hybrid
419,U0419,HR Specialist,HR,Junior,Job Description Writing,Gemini,41.9,6.2,5,12.0,Daily,USA,Office
420,U0420,Developer,Tech,Mid,Code Review,Copilot,42.8,10.3,6,22.9,Daily,USA,Hybrid
421,U0421,Developer,Tech,Mid,Documentation,Gemini,38.0,13.4,8,33.2,Daily,USA,Remote
422,U0422,Developer,Tech,Mid,Documentation,ChatGPT,50.9,7.6,5,20.0,Weekly,Germany,Remote
423,U0423,Financial Analyst,Finance,Junior,Forecasting,ChatGPT,39.6,6.2,2,16.6,Daily,USA,Hybrid
424,U0424,Marketing Specialist,Marketing,Junior,Email Drafting,Gemini,41.3,8.1,5,17.5,Daily,Germany,Hybrid
425,U0425,Marketing Specialist,Marketing,Mid,Copywriting,ChatGPT,46.9,9.4,5,21.3,Daily,USA,Hybrid
426,U0426,Developer,Tech,Mid,Documentation,Copilot,34.4,5.3,3,17.8,Daily,Japan,Remote
427,U0427,Developer,Tech,Mid,Documentation,Copilot,43.5,3.7,2,9.9,Weekly,UK,Remote
428,U0428,Developer,Tech,Junior,Documentation,Notion AI,44.5,12.1,8,25.5,Daily,USA,Remote
429,U0429,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,44.9,8.9,4,22.1,Daily,UK,Office
430,U0430,Manager,Management,Mid,Email Drafting,ChatGPT,44.2,5.5,3,11.7,Daily,India,Remote
431,U0431,HR Specialist,HR,Mid,Policy Q&A,Notion AI,39.3,8.2,4,20.2,Weekly,UK,Hybrid
432,U0432,Marketing Specialist,Marketing,Mid,Ideation,Notion AI,36.7,9.9,6,23.5,Daily,USA,Remote
433,U0433,Manager,Management,Mid,Email Drafting,Copilot,39.1,8.4,4,24.5,Daily,USA,Office
434,U0434,HR Specialist,HR,Mid,Report Writing,ChatGPT,44.1,12.3,6,28.2,Daily,USA,Office
435,U0435,Designer,Marketing,Mid,Asset Creation,Notion AI,37.8,7.1,3,18.1,Daily,Japan,Remote
436,U0436,Developer,Tech,Junior,Bug Fixing,ChatGPT,36.0,5.0,2,10.8,Occasional,Germany,Office
437,U0437,Developer,Tech,Mid,Bug Fixing,ChatGPT,37.6,6.4,3,21.8,Daily,USA,Hybrid
438,U0438,Developer,Tech,Senior,Coding Help,Copilot,45.2,8.1,4,19.7,Occasional,USA,Remote
439,U0439,Data Analyst,Tech,Mid,Report Writing,Other,54.8,9.5,5,25.4,Daily,UK,Hybrid
440,U0440,HR Specialist,HR,Mid,Email Drafting,Notion AI,43.4,6.8,3,11.4,Weekly,USA,Hybrid
441,U0441,Developer,Tech,Junior,Bug Fixing,Copilot,46.3,10.5,5,22.7,Daily,Japan,Remote
442,U0442,HR Specialist,HR,Senior,Policy Q&A,ChatGPT,37.7,7.3,4,20.0,Daily,USA,Office
443,U0443,Data Analyst,Tech,Mid,Query Generation,Gemini,44.5,10.0,7,23.6,Occasional,UK,Hybrid
444,U0444,Financial Analyst,Finance,Senior,Email Drafting,ChatGPT,38.9,5.2,2,10.0,Weekly,USA,Remote
445,U0445,Data Analyst,Tech,Senior,Query Generation,Notion AI,45.8,13.6,8,35.6,Daily,Japan,Office
446,U0446,Developer,Tech,Senior,Documentation,Copilot,55.4,11.7,6,26.6,Daily,India,Remote
447,U0447,Developer,Tech,Mid,Code Review,Copilot,46.2,6.2,4,19.7,Daily,USA,Office
448,U0448,Financial Analyst,Finance,Mid,Data Analysis,Gemini,41.2,5.8,4,12.6,Daily,USA,Hybrid
449,U0449,Data Analyst,Tech,Senior,Query Generation,Copilot,37.3,7.5,4,15.9,Daily,USA,Remote
450,U0450,Financial Analyst,Finance,Junior,Report Writing,ChatGPT,42.9,11.3,5,26.4,Daily,Japan,Hybrid
451,U0451,Manager,Management,Mid,Strategy,ChatGPT,47.4,7.1,4,17.7,Daily,India,Remote
452,U0452,HR Specialist,HR,Mid,Email Drafting,Notion AI,43.6,12.6,6,32.6,Daily,USA,Office
453,U0453,Marketing Specialist,Marketing,Senior,Email Drafting,Gemini,48.8,9.9,5,30.9,Daily,USA,Remote
454,U0454,Data Analyst,Tech,Mid,Data Analysis,Gemini,39.3,7.5,4,24.0,Weekly,USA,Hybrid
455,U0455,Developer,Tech,Senior,Code Review,Gemini,45.2,5.4,4,13.9,Weekly,USA,Remote
456,U0456,Data Analyst,Tech,Mid,Data Analysis,Gemini,39.2,7.3,4,19.4,Daily,UK,Hybrid
457,U0457,Financial Analyst,Finance,Junior,Email Drafting,ChatGPT,41.4,7.5,4,21.2,Daily,UK,Remote
458,U0458,Developer,Tech,Mid,Bug Fixing,Gemini,36.7,9.7,6,23.4,Daily,USA,Hybrid
459,U0459,Designer,Marketing,Senior,Ideation,ChatGPT,44.6,3.1,1,11.7,Weekly,USA,Remote
460,U0460,Manager,Management,Mid,Strategy,Notion AI,37.3,5.5,4,8.3,Occasional,India,Remote
461,U0461,Manager,Management,Senior,Email Drafting,Other,38.5,10.9,6,24.3,Daily,UK,Hybrid
462,U0462,Marketing Specialist,Marketing,Mid,Market Research,Other,34.2,8.0,3,25.7,Occasional,Japan,Remote
463,U0463,Financial Analyst,Finance,Junior,Email Drafting,ChatGPT,41.6,6.2,4,17.2,Weekly,USA,Office
464,U0464,Data Analyst,Tech,Mid,Report Writing,Gemini,34.3,7.7,6,20.5,Daily,Germany,Remote
465,U0465,Designer,Marketing,Mid,Ideation,Notion AI,43.5,11.4,7,28.2,Occasional,Germany,Hybrid
466,U0466,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,37.2,7.0,3,16.1,Daily,Germany,Hybrid
467,U0467,Data Analyst,Tech,Mid,Data Analysis,ChatGPT,36.9,10.6,5,35.4,Daily,USA,Remote
468,U0468,Financial Analyst,Finance,Junior,Report Writing,Gemini,36.8,7.9,5,17.7,Daily,Canada,Hybrid
469,U0469,Designer,Marketing,Junior,Ideation,Notion AI,48.2,10.3,5,23.4,Daily,USA,Remote
470,U0470,Marketing Specialist,Marketing,Mid,Copywriting,ChatGPT,41.5,10.9,5,25.3,Weekly,UK,Hybrid
471,U0471,HR Specialist,HR,Mid,Policy Q&A,Gemini,44.7,8.3,3,22.8,Daily,India,Remote
472,U0472,Developer,Tech,Mid,Coding Help,ChatGPT,42.3,11.6,6,28.3,Daily,USA,Hybrid
473,U0473,Designer,Marketing,Mid,Asset Creation,ChatGPT,47.1,7.2,4,19.0,Daily,USA,Remote
474,U0474,Manager,Management,Junior,Email Drafting,Gemini,41.8,7.1,4,19.8,Daily,Japan,Office
475,U0475,HR Specialist,HR,Senior,Job Description Writing,Notion AI,37.1,8.4,5,13.7,Occasional,Australia,Office
476,U0476,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,36.1,10.8,4,28.7,Daily,India,Remote
477,U0477,Data Analyst,Tech,Mid,Visualization,Gemini,49.4,8.1,5,18.5,Weekly,USA,Hybrid
478,U0478,Marketing Specialist,Marketing,Senior,Copywriting,Gemini,38.2,12.3,6,29.4,Weekly,Japan,Hybrid
479,U0479,Financial Analyst,Finance,Junior,Forecasting,Other,43.5,4.6,2,9.8,Daily,India,Hybrid
480,U0480,Developer,Tech,Junior,Documentation,Copilot,40.1,4.4,2,11.7,Weekly,Japan,Office
481,U0481,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,41.0,7.5,4,23.6,Daily,USA,Remote
482,U0482,Designer,Marketing,Mid,Copywriting,Gemini,40.9,11.3,6,27.7,Daily,USA,Remote
483,U0483,HR Specialist,HR,Junior,Email Drafting,Gemini,37.4,4.9,3,6.3,Daily,India,Office
484,U0484,Data Analyst,Tech,Senior,Data Analysis,Gemini,44.2,4.3,4,7.5,Occasional,USA,Remote
485,U0485,Developer,Tech,Mid,Documentation,Copilot,43.6,10.8,5,27.5,Daily,UK,Remote
486,U0486,Developer,Tech,Junior,Code Review,Gemini,35.0,4.2,3,11.5,Weekly,Japan,Remote
487,U0487,Developer,Tech,Mid,Documentation,Gemini,42.0,9.9,6,24.9,Daily,USA,Hybrid
488,U0488,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,35.4,7.7,4,20.0,Daily,Canada,Remote
489,U0489,Data Analyst,Tech,Senior,Query Generation,Gemini,50.5,8.9,5,21.3,Weekly,USA,Hybrid
490,U0490,Developer,Tech,Junior,Coding Help,ChatGPT,49.9,5.5,3,12.4,Weekly,UK,Office
491,U0491,Financial Analyst,Finance,Mid,Report Writing,Gemini,44.8,8.7,6,21.0,Occasional,Germany,Hybrid
492,U0492,Financial Analyst,Finance,Mid,Report Writing,Gemini,40.5,12.3,7,27.4,Daily,India,Office
493,U0493,Developer,Tech,Senior,Documentation,Notion AI,40.4,10.3,4,27.5,Daily,Germany,Hybrid
494,U0494,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,41.6,12.0,5,28.7,Daily,Japan,Remote
495,U0495,Developer,Tech,Mid,Documentation,ChatGPT,37.3,9.0,5,25.1,Daily,USA,Hybrid
496,U0496,Data Analyst,Tech,Mid,Query Generation,ChatGPT,49.8,9.5,4,23.1,Daily,USA,Hybrid
497,U0497,HR Specialist,HR,Mid,Job Description Writing,ChatGPT,49.0,13.7,7,33.9,Daily,UK,Office
498,U0498,Developer,Tech,Mid,Bug Fixing,ChatGPT,42.4,7.5,4,20.7,Daily,USA,Remote
499,U0499,Data Analyst,Tech,Junior,Data Analysis,Notion AI,36.5,9.0,5,23.1,Weekly,USA,Hybrid
500,U0500,Developer,Tech,Junior,Coding Help,Copilot,42.8,12.4,6,27.8,Daily,Japan,Hybrid
501,U0501,Financial Analyst,Finance,Mid,Forecasting,Notion AI,43.7,3.5,1,10.1,Weekly,USA,Office
502,U0502,Data Analyst,Tech,Mid,Query Generation,Copilot,45.9,11.5,5,28.6,Daily,UK,Hybrid
503,U0503,Marketing Specialist,Marketing,Senior,Ideation,Gemini,48.3,9.6,6,21.1,Weekly,USA,Remote
504,U0504,Marketing Specialist,Marketing,Junior,Email Drafting,ChatGPT,38.4,9.0,5,22.1,Occasional,India,Hybrid
505,U0505,Developer,Tech,Senior,Coding Help,ChatGPT,46.2,8.8,4,22.8,Daily,USA,Remote
506,U0506,Developer,Tech,Mid,Coding Help,Copilot,44.6,11.1,5,24.3,Weekly,Japan,Remote
507,U0507,Manager,Management,Mid,Strategy,ChatGPT,36.9,7.6,4,24.1,Daily,Germany,Hybrid
508,U0508,Developer,Tech,Junior,Documentation,Copilot,43.0,4.5,2,10.9,Weekly,India,Remote
509,U0509,HR Specialist,HR,Mid,Job Description Writing,ChatGPT,43.5,10.4,5,25.6,Daily,India,Hybrid
510,U0510,Marketing Specialist,Marketing,Junior,Copywriting,ChatGPT,31.4,7.3,3,17.3,Weekly,USA,Hybrid
511,U0511,HR Specialist,HR,Mid,Email Drafting,Notion AI,47.3,4.7,2,14.5,Weekly,USA,Office
512,U0512,Developer,Tech,Junior,Documentation,Copilot,42.2,2.1,1,2.2,Weekly,India,Remote
513,U0513,Developer,Tech,Senior,Code Review,Copilot,48.3,8.3,4,22.4,Daily,India,Remote
514,U0514,Marketing Specialist,Marketing,Mid,Email Drafting,ChatGPT,42.5,9.1,5,21.3,Daily,India,Remote
515,U0515,Developer,Tech,Mid,Code Review,Copilot,35.6,8.5,4,24.8,Daily,India,Hybrid
516,U0516,Financial Analyst,Finance,Junior,Report Writing,ChatGPT,42.9,9.4,5,21.0,Daily,India,Office
517,U0517,Developer,Tech,Mid,Coding Help,Copilot,36.5,9.4,4,21.2,Daily,UK,Remote
518,U0518,Financial Analyst,Finance,Mid,Email Drafting,Copilot,42.2,5.8,3,13.1,Daily,Canada,Hybrid
519,U0519,Developer,Tech,Mid,Bug Fixing,Copilot,42.3,15.2,7,43.5,Daily,UK,Hybrid
520,U0520,Data Analyst,Tech,Mid,Data Analysis,Gemini,35.1,8.6,6,24.3,Daily,Japan,Hybrid
521,U0521,Manager,Management,Mid,Email Drafting,Copilot,38.8,8.6,4,24.7,Daily,USA,Hybrid
522,U0522,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,47.2,13.2,9,34.8,Daily,Japan,Hybrid
523,U0523,Developer,Tech,Mid,Documentation,Gemini,45.7,8.9,5,22.9,Daily,India,Office
524,U0524,Financial Analyst,Finance,Senior,Email Drafting,Copilot,41.1,8.0,5,20.0,Occasional,Australia,Office
525,U0525,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,42.1,10.1,5,22.1,Daily,USA,Office
526,U0526,Developer,Tech,Mid,Code Review,Copilot,45.6,6.9,4,24.6,Daily,UK,Remote
527,U0527,Marketing Specialist,Marketing,Mid,Email Drafting,Notion AI,37.1,9.8,5,30.1,Weekly,UK,Hybrid
528,U0528,Designer,Marketing,Junior,Asset Creation,ChatGPT,34.8,7.9,4,15.1,Daily,India,Hybrid
529,U0529,Developer,Tech,Junior,Bug Fixing,Copilot,40.2,9.8,5,25.1,Weekly,Canada,Remote
530,U0530,Financial Analyst,Finance,Mid,Forecasting,Notion AI,46.3,7.8,4,21.2,Daily,USA,Office
531,U0531,Developer,Tech,Mid,Documentation,Copilot,46.9,3.2,1,1.9,Occasional,India,Remote
532,U0532,Developer,Tech,Mid,Documentation,Copilot,42.8,10.0,5,25.1,Daily,Canada,Remote
533,U0533,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,30.6,9.3,4,20.8,Daily,USA,Remote
534,U0534,Developer,Tech,Junior,Bug Fixing,Notion AI,48.8,12.6,7,35.2,Daily,India,Hybrid
535,U0535,Manager,Management,Mid,Report Writing,Notion AI,45.1,11.7,7,30.4,Daily,India,Office
536,U0536,Developer,Tech,Mid,Code Review,Copilot,43.7,4.9,2,11.9,Occasional,Australia,Remote
537,U0537,Developer,Tech,Senior,Code Review,Copilot,42.9,8.2,5,17.8,Weekly,India,Remote
538,U0538,Developer,Tech,Junior,Code Review,Copilot,40.9,8.9,4,23.6,Weekly,UK,Remote
539,U0539,Designer,Marketing,Mid,Asset Creation,Gemini,45.6,7.7,5,18.3,Occasional,Australia,Hybrid
540,U0540,Data Analyst,Tech,Mid,Report Writing,ChatGPT,40.4,9.0,6,23.2,Daily,USA,Hybrid
541,U0541,Designer,Marketing,Mid,Image Generation,Gemini,37.4,10.6,7,23.8,Daily,Germany,Remote
542,U0542,Financial Analyst,Finance,Junior,Report Writing,ChatGPT,43.1,9.4,5,21.7,Daily,Japan,Office
543,U0543,Developer,Tech,Senior,Coding Help,ChatGPT,43.7,10.3,5,25.6,Weekly,USA,Hybrid
544,U0544,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,41.4,8.4,4,17.8,Daily,Germany,Office
545,U0545,Designer,Marketing,Junior,Copywriting,Gemini,41.5,5.8,3,12.4,Occasional,Canada,Remote
546,U0546,Designer,Marketing,Senior,Image Generation,ChatGPT,45.6,11.4,7,24.8,Daily,India,Remote
547,U0547,Data Analyst,Tech,Mid,Visualization,Gemini,45.3,7.9,5,22.8,Daily,USA,Remote
548,U0548,Marketing Specialist,Marketing,Mid,Market Research,Gemini,46.8,5.2,3,19.0,Daily,Germany,Remote
549,U0549,Manager,Management,Junior,Report Writing,ChatGPT,34.9,7.2,3,18.1,Weekly,Japan,Hybrid
550,U0550,Developer,Tech,Junior,Bug Fixing,Copilot,50.2,10.2,6,25.2,Weekly,India,Hybrid
551,U0551,Marketing Specialist,Marketing,Junior,Market Research,Gemini,41.2,8.4,5,20.6,Weekly,India,Remote
552,U0552,Manager,Management,Senior,Scheduling,Gemini,45.1,8.0,6,20.0,Daily,USA,Remote
553,U0553,Manager,Management,Mid,Report Writing,Gemini,41.4,8.5,4,20.2,Weekly,UK,Office
554,U0554,HR Specialist,HR,Junior,Job Description Writing,ChatGPT,48.6,5.6,2,16.9,Daily,Canada,Office
555,U0555,Developer,Tech,Junior,Coding Help,ChatGPT,48.1,10.6,5,23.3,Daily,Germany,Hybrid
556,U0556,Manager,Management,Mid,Email Drafting,Gemini,43.4,10.3,6,21.0,Daily,India,Office
557,U0557,Developer,Tech,Senior,Documentation,ChatGPT,39.0,6.0,4,14.6,Weekly,Canada,Hybrid
558,U0558,Data Analyst,Tech,Senior,Visualization,Gemini,38.1,8.5,5,20.2,Daily,USA,Remote
559,U0559,Marketing Specialist,Marketing,Senior,Ideation,Other,40.6,13.6,5,29.3,Daily,UK,Remote
560,U0560,Developer,Tech,Mid,Bug Fixing,ChatGPT,40.4,7.7,3,18.1,Daily,India,Remote
561,U0561,HR Specialist,HR,Mid,Policy Q&A,Gemini,46.1,7.9,5,16.9,Daily,Japan,Office
562,U0562,Financial Analyst,Finance,Mid,Forecasting,Gemini,43.3,4.4,2,8.2,Daily,India,Office
563,U0563,HR Specialist,HR,Mid,Report Writing,ChatGPT,41.6,10.9,6,25.1,Daily,Germany,Office
564,U0564,Marketing Specialist,Marketing,Mid,Ideation,Notion AI,36.1,10.3,5,25.8,Daily,Australia,Remote
565,U0565,Financial Analyst,Finance,Senior,Data Analysis,Copilot,39.9,12.2,6,34.7,Daily,USA,Remote
566,U0566,Developer,Tech,Mid,Bug Fixing,Copilot,40.0,10.9,5,22.6,Weekly,Japan,Hybrid
567,U0567,Manager,Management,Junior,Scheduling,Gemini,36.5,7.5,4,19.2,Daily,Australia,Remote
568,U0568,HR Specialist,HR,Junior,Job Description Writing,Gemini,45.7,10.6,6,27.2,Daily,India,Office
569,U0569,Marketing Specialist,Marketing,Mid,Copywriting,Gemini,38.4,4.9,3,13.3,Weekly,USA,Hybrid
570,U0570,Developer,Tech,Junior,Documentation,ChatGPT,39.9,9.7,4,29.6,Daily,Japan,Remote
571,U0571,Developer,Tech,Junior,Documentation,Copilot,47.4,7.3,4,18.8,Occasional,Canada,Hybrid
572,U0572,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,44.3,6.5,4,18.6,Weekly,Canada,Hybrid
573,U0573,Marketing Specialist,Marketing,Senior,Ideation,Gemini,43.4,7.8,5,17.2,Daily,Japan,Remote
574,U0574,Developer,Tech,Senior,Documentation,Copilot,46.2,7.7,4,19.0,Weekly,UK,Remote
575,U0575,HR Specialist,HR,Junior,Report Writing,Gemini,38.1,13.0,7,27.0,Daily,India,Office
576,U0576,Financial Analyst,Finance,Mid,Data Analysis,Copilot,40.1,7.1,4,19.8,Daily,India,Hybrid
577,U0577,Financial Analyst,Finance,Junior,Forecasting,ChatGPT,44.2,4.6,2,7.6,Weekly,Germany,Office
578,U0578,Developer,Tech,Mid,Documentation,Copilot,45.6,7.0,4,13.7,Daily,USA,Remote
579,U0579,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,49.2,10.1,6,27.4,Weekly,Australia,Remote
580,U0580,Developer,Tech,Junior,Documentation,Gemini,40.5,7.9,5,19.3,Daily,India,Hybrid
581,U0581,Marketing Specialist,Marketing,Senior,Ideation,Gemini,43.2,12.7,7,30.8,Daily,Australia,Hybrid
582,U0582,HR Specialist,HR,Senior,Policy Q&A,Gemini,37.5,13.8,8,36.6,Daily,UK,Remote
583,U0583,Developer,Tech,Senior,Code Review,ChatGPT,38.6,12.2,7,28.8,Daily,Germany,Office
584,U0584,Developer,Tech,Junior,Coding Help,Gemini,42.0,14.9,8,35.8,Daily,Japan,Hybrid
585,U0585,Developer,Tech,Junior,Bug Fixing,ChatGPT,44.5,11.9,6,29.5,Daily,UK,Hybrid
586,U0586,Data Analyst,Tech,Senior,Query Generation,Gemini,42.0,5.6,4,14.5,Weekly,USA,Hybrid
587,U0587,HR Specialist,HR,Mid,Report Writing,Gemini,42.2,7.0,5,11.9,Weekly,Australia,Office
588,U0588,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,49.6,8.3,5,24.0,Daily,India,Remote
589,U0589,Manager,Management,Junior,Strategy,Copilot,42.9,6.9,4,18.9,Weekly,USA,Hybrid
590,U0590,HR Specialist,HR,Mid,Report Writing,Gemini,46.2,6.9,4,17.0,Daily,India,Remote
591,U0591,HR Specialist,HR,Mid,Email Drafting,Other,38.9,9.4,4,27.1,Daily,Japan,Office
592,U0592,Developer,Tech,Senior,Code Review,ChatGPT,49.5,11.3,5,34.1,Daily,USA,Hybrid
593,U0593,Manager,Management,Senior,Scheduling,Gemini,38.5,7.8,6,17.6,Daily,Japan,Hybrid
594,U0594,Marketing Specialist,Marketing,Mid,Email Drafting,Notion AI,37.9,7.8,5,22.1,Daily,India,Office
595,U0595,Marketing Specialist,Marketing,Mid,Copywriting,Gemini,47.2,7.9,5,19.6,Weekly,USA,Remote
596,U0596,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,41.6,8.6,4,19.0,Daily,USA,Office
597,U0597,Manager,Management,Mid,Scheduling,Copilot,39.2,12.2,6,32.8,Daily,USA,Remote
598,U0598,Marketing Specialist,Marketing,Mid,Ideation,Notion AI,46.7,6.6,3,16.6,Weekly,India,Hybrid
599,U0599,Data Analyst,Tech,Mid,Query Generation,Gemini,49.9,6.7,5,16.4,Occasional,Japan,Hybrid
600,U0600,HR Specialist,HR,Junior,Report Writing,ChatGPT,38.4,11.1,6,25.4,Daily,India,Office
