employee_index,user_id,user_role,department,experience_level,task_type,AI_tool_used,hours_worked_per_week,time_saved_per_week,satisfaction_score,performance_improvement_pct,usage_frequency,country,remote_status
800,U0800,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,40.0,14.3,8,34.4,Daily,India,Remote
801,U0801,Data Analyst,Tech,Junior,Query Generation,ChatGPT,34.5,6.2,2,16.1,Weekly,UK,Remote
802,U0802,Developer,Tech,Mid,Code Review,ChatGPT,43.4,7.6,4,18.5,Daily,Japan,Remote
803,U0803,Designer,Marketing,Junior,Ideation,Notion AI,46.9,8.9,4,26.9,Weekly,USA,Remote
804,U0804,Marketing Specialist,Marketing,Junior,Copywriting,Other,39.3,7.0,3,22.1,Weekly,India,Office
805,U0805,Designer,Marketing,Junior,Image Generation,Other,45.9,8.8,3,23.4,Daily,Australia,Remote
806,U0806,HR Specialist,HR,Junior,Report Writing,ChatGPT,43.4,8.7,5,20.1,Daily,India,Hybrid
807,U0807,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,45.4,10.1,5,25.2,Daily,USA,Remote
808,U0808,Manager,Management,Mid,Scheduling,Gemini,40.7,5.1,5,6.2,Weekly,Australia,Hybrid
809,U0809,Developer,Tech,Junior,Documentation,Notion AI,47.5,5.4,3,14.5,Daily,USA,Remote
810,U0810,Marketing Specialist,Marketing,Junior,Copywriting,Notion AI,45.4,11.2,6,29.4,Daily,Germany,Hybrid
811,U0811,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,44.5,10.1,6,22.8,Daily,USA,Office
812,U0812,Designer,Marketing,Mid,Ideation,ChatGPT,39.9,10.8,5,22.1,Daily,USA,Hybrid
813,U0813,Designer,Marketing,Mid,Image Generation,Copilot,38.3,8.0,5,19.0,Daily,UK,Remote
814,U0814,Manager,Management,Mid,Strategy,Other,40.3,9.7,4,23.2,Daily,Germany,Hybrid
815,U0815,Data Analyst,Tech,Senior,Query Generation,ChatGPT,38.9,6.1,3,10.5,Occasional,USA,Hybrid
816,U0816,Data Analyst,Tech,Mid,Report Writing,Gemini,48.3,6.6,4,16.5,Occasional,Germany,Remote
817,U0817,Developer,Tech,Mid,Documentation,ChatGPT,47.7,9.3,5,20.3,Daily,Japan,Hybrid
818,U0818,Data Analyst,Tech,Mid,Report Writing,Notion AI,47.4,10.6,7,22.7,Daily,India,Remote
819,U0819,Developer,Tech,Mid,Code Review,ChatGPT,44.2,9.2,5,20.4,Weekly,UK,Office
820,U0820,Marketing Specialist,Marketing,Senior,Ideation,Gemini,36.8,10.8,7,26.1,Daily,USA,Office
821,U0821,Developer,Tech,Junior,Bug Fixing,Copilot,30.9,9.6,4,25.3,Daily,USA,Remote
822,U0822,Data Analyst,Tech,Mid,Report Writing,Gemini,45.2,7.7,6,15.5,Daily,UK,Remote
823,U0823,Data Analyst,Tech,Mid,Query Generation,Gemini,37.8,9.5,5,25.5,Daily,India,Hybrid
824,U0824,Manager,Management,Senior,Email Drafting,ChatGPT,45.9,9.5,4,24.9,Daily,Australia,Hybrid
825,U0825,Financial Analyst,Finance,Mid,Report Writing,Notion AI,39.4,10.7,5,22.3,Daily,USA,Office
826,U0826,Marketing Specialist,Marketing,Mid,Copywriting,Gemini,43.4,11.2,7,29.0,Daily,Germany,Hybrid
827,U0827,Financial Analyst,Finance,Mid,Report Writing,Other,40.6,3.9,1,7.6,Weekly,USA,Office
828,U0828,Financial Analyst,Finance,Senior,Email Drafting,ChatGPT,40.1,7.1,3,15.2,Weekly,India,Hybrid
829,U0829,Financial Analyst,Finance,Senior,Report Writing,Copilot,40.1,13.8,8,37.1,Daily,India,Office
830,U0830,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,42.2,13.1,7,30.0,Daily,Australia,Office
831,U0831,Financial Analyst,Finance,Junior,Email Drafting,Gemini,40.1,7.0,5,18.4,Daily,USA,Hybrid
832,U0832,Data Analyst,Tech,Mid,Visualization,ChatGPT,33.9,9.3,5,25.1,Daily,India,Hybrid
833,U0833,Financial Analyst,Finance,Junior,Email Drafting,ChatGPT,42.2,5.0,3,12.4,Daily,Japan,Office
834,U0834,HR Specialist,HR,Mid,Report Writing,Notion AI,42.3,6.9,4,17.3,Daily,USA,Office
835,U0835,Marketing Specialist,Marketing,Senior,Market Research,Gemini,40.9,12.5,8,32.6,Daily,USA,Remote
836,U0836,Developer,Tech,Senior,Code Review,ChatGPT,37.7,12.4,7,31.3,Daily,UK,Hybrid
837,U0837,Manager,Management,Junior,Scheduling,Copilot,44.1,8.8,5,27.5,Daily,USA,Office
838,U0838,Designer,Marketing,Mid,Ideation,Gemini,36.3,9.5,5,26.2,Daily,USA,Hybrid
839,U0839,Marketing Specialist,Marketing,Mid,Market Research,Notion AI,47.9,4.7,3,9.5,Occasional,USA,Hybrid
840,U0840,Data Analyst,Tech,Mid,Visualization,Gemini,38.6,5.8,4,13.1,Occasional,India,Hybrid
841,U0841,Manager,Management,Junior,Strategy,Gemini,39.4,3.9,4,5.7,Occasional,Canada,Remote
842,U0842,Marketing Specialist,Marketing,Senior,Ideation,Notion AI,38.9,3.2,3,7.1,Weekly,USA,Remote
843,U0843,HR Specialist,HR,Senior,Report Writing,ChatGPT,43.4,11.0,6,23.9,Weekly,Japan,Hybrid
844,U0844,Developer,Tech,Junior,Code Review,Gemini,50.0,11.2,7,24.3,Daily,Japan,Remote
845,U0845,Data Analyst,Tech,Mid,Visualization,Gemini,40.8,11.1,6,23.6,Daily,Japan,Hybrid
846,U0846,HR Specialist,HR,Mid,Email Drafting,ChatGPT,39.0,9.3,5,21.0,Daily,USA,Office
847,U0847,Developer,Tech,Mid,Bug Fixing,Gemini,39.3,10.1,5,22.0,Weekly,Australia,Hybrid
848,U0848,HR Specialist,HR,Senior,Email Drafting,Other,46.3,10.5,5,29.1,Daily,Japan,Office
849,U0849,Marketing Specialist,Marketing,Senior,Market Research,Notion AI,39.8,8.4,5,17.2,Occasional,USA,Hybrid
850,U0850,Developer,Tech,Senior,Code Review,ChatGPT,41.3,6.1,4,19.0,Daily,USA,Remote
851,U0851,HR Specialist,HR,Mid,Policy Q&A,Gemini,37.2,5.2,5,11.6,Occasional,India,Hybrid
852,U0852,Developer,Tech,Mid,Coding Help,Copilot,43.2,12.8,6,30.1,Daily,Japan,Remote
853,U0853,Marketing Specialist,Marketing,Mid,Market Research,Gemini,36.4,8.7,6,15.1,Weekly,USA,Hybrid
854,U0854,Manager,Management,Junior,Email Drafting,Gemini,40.1,8.7,5,27.2,Daily,USA,Hybrid
855,U0855,Developer,Tech,Mid,Bug Fixing,ChatGPT,39.0,5.9,2,12.1,Weekly,Canada,Remote
856,U0856,HR Specialist,HR,Senior,Report Writing,Gemini,48.5,8.1,5,21.7,Daily,India,Office
857,U0857,Financial Analyst,Finance,Junior,Email Drafting,ChatGPT,47.6,7.0,3,20.1,Daily,USA,Office
858,U0858,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,46.7,7.0,4,16.4,Daily,India,Office
859,U0859,Marketing Specialist,Marketing,Junior,Ideation,Gemini,39.6,6.7,5,17.0,Weekly,USA,Remote
860,U0860,Developer,Tech,Mid,Bug Fixing,ChatGPT,40.7,8.6,5,26.1,Weekly,USA,Remote
861,U0861,Developer,Tech,Senior,Code Review,Copilot,49.8,10.5,5,26.7,Daily,Japan,Hybrid
862,U0862,Marketing Specialist,Marketing,Mid,Email Drafting,ChatGPT,44.0,8.2,4,15.9,Daily,India,Office
863,U0863,Designer,Marketing,Senior,Asset Creation,ChatGPT,37.0,4.5,2,11.2,Daily,USA,Remote
864,U0864,HR Specialist,HR,Mid,Policy Q&A,ChatGPT,42.2,10.5,5,29.7,Daily,UK,Hybrid
865,U0865,Developer,Tech,Mid,Documentation,Notion AI,40.1,7.1,4,17.5,Daily,Germany,Remote
866,U0866,Financial Analyst,Finance,Junior,Email Drafting,Gemini,43.9,8.4,4,22.1,Weekly,India,Office
867,U0867,Financial Analyst,Finance,Senior,Report Writing,Gemini,47.7,14.3,10,32.2,Daily,Germany,Office
868,U0868,Data Analyst,Tech,Mid,Report Writing,Copilot,40.1,5.6,3,14.7,Weekly,Germany,Hybrid
869,U0869,Designer,Marketing,Junior,Ideation,ChatGPT,38.9,8.9,4,19.4,Daily,India,Remote
870,U0870,Marketing Specialist,Marketing,Junior,Copywriting,Notion AI,43.5,7.7,4,12.9,Daily,India,Hybrid
871,U0871,Designer,Marketing,Mid,Ideation,Gemini,42.7,6.2,3,15.1,Occasional,Germany,Hybrid
872,U0872,Developer,Tech,Mid,Code Review,Copilot,42.0,6.6,3,15.4,Occasional,USA,Office
873,U0873,Data Analyst,Tech,Junior,Query Generation,ChatGPT,43.1,10.9,6,34.5,Daily,USA,Office
874,U0874,Developer,Tech,Mid,Coding Help,Copilot,35.4,11.8,5,26.7,Daily,USA,Office
875,U0875,HR Specialist,HR,Mid,Policy Q&A,Gemini,43.0,9.1,6,23.4,Daily,India,Remote
876,U0876,Data Analyst,Tech,Junior,Query Generation,Gemini,43.4,4.1,3,9.7,Weekly,Germany,Remote
877,U0877,Designer,Marketing,Junior,Image Generation,Other,45.9,2.5,1,4.8,Weekly,Canada,Hybrid
878,U0878,Designer,Marketing,Senior,Asset Creation,Gemini,37.2,12.1,6,28.0,Daily,USA,Hybrid
879,U0879,Data Analyst,Tech,Mid,Visualization,Other,50.1,7.0,3,18.3,Daily,UK,Remote
880,U0880,Marketing Specialist,Marketing,Senior,Email Drafting,ChatGPT,39.1,5.3,3,14.6,Weekly,Germany,Hybrid
881,U0881,Developer,Tech,Senior,Code Review,Copilot,46.9,9.8,5,25.4,Daily,USA,Hybrid
882,U0882,Financial Analyst,Finance,Junior,Email Drafting,Gemini,38.4,9.2,5,24.1,Daily,UK,Office
883,U0883,Marketing Specialist,Marketing,Junior,Market Research,ChatGPT,42.2,6.7,4,17.3,Daily,USA,Hybrid
884,U0884,Developer,Tech,Junior,Coding Help,Copilot,34.6,6.8,4,16.7,Occasional,Japan,Office
885,U0885,Designer,Marketing,Mid,Ideation,Gemini,41.0,3.9,1,9.4,Weekly,USA,Remote
886,U0886,Designer,Marketing,Senior,Asset Creation,Copilot,43.4,6.9,4,17.0,Occasional,India,Hybrid
887,U0887,Financial Analyst,Finance,Mid,Report Writing,Copilot,42.8,7.2,3,16.3,Weekly,USA,Office
888,U0888,Developer,Tech,Mid,Bug Fixing,Copilot,43.5,12.8,6,29.2,Daily,Japan,Hybrid
889,U0889,HR Specialist,HR,Mid,Email Drafting,ChatGPT,46.2,6.3,4,14.1,Weekly,Japan,Hybrid
890,U0890,Data Analyst,Tech,Senior,Visualization,Gemini,36.6,12.9,7,29.8,Daily,Japan,Office
891,U0891,Financial Analyst,Finance,Mid,Report Writing,Gemini,46.5,7.5,4,18.0,Occasional,USA,Hybrid
892,U0892,Data Analyst,Tech,Mid,Visualization,Notion AI,40.8,6.4,4,17.0,Occasional,Japan,Office
893,U0893,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,43.3,8.5,4,20.9,Daily,USA,Hybrid
894,U0894,Data Analyst,Tech,Mid,Query Generation,Copilot,43.2,7.4,3,22.9,Weekly,India,Remote
895,U0895,HR Specialist,HR,Senior,Policy Q&A,ChatGPT,43.3,11.0,6,30.4,Daily,UK,Office
896,U0896,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,49.9,10.8,5,26.4,Weekly,Germany,Office
897,U0897,Developer,Tech,Mid,Code Review,ChatGPT,45.7,8.1,5,19.5,Weekly,Japan,Hybrid
898,U0898,Designer,Marketing,Senior,Asset Creation,Notion AI,30.0,7.3,4,20.5,Occasional,USA,Remote
899,U0899,Developer,Tech,Junior,Coding Help,ChatGPT,42.9,10.4,4,24.8,Daily,Canada,Hybrid
900,U0900,HR Specialist,HR,Junior,Job Description Writing,ChatGPT,39.3,5.5,2,13.1,Occasional,USA,Hybrid
901,U0901,Financial Analyst,Finance,Senior,Report Writing,Notion AI,39.0,12.1,6,32.7,Daily,India,Office
902,U0902,Marketing Specialist,Marketing,Junior,Email Drafting,ChatGPT,35.8,9.2,5,21.8,Daily,India,Hybrid
903,U0903,Data Analyst,Tech,Mid,Query Generation,Gemini,44.4,7.1,5,20.1,Weekly,USA,Hybrid
904,U0904,Manager,Management,Senior,Report Writing,Copilot,41.2,7.9,4,20.1,Daily,USA,Remote
905,U0905,Developer,Tech,Senior,Coding Help,ChatGPT,35.1,3.7,2,9.4,Weekly,India,Office
906,U0906,Designer,Marketing,Mid,Image Generation,Notion AI,41.2,5.9,4,13.4,Daily,USA,Hybrid
907,U0907,Developer,Tech,Junior,Documentation,ChatGPT,43.7,9.4,5,24.3,Daily,Germany,Office
908,U0908,Developer,Tech,Junior,Bug Fixing,Copilot,46.5,13.0,7,30.1,Daily,USA,Remote
909,U0909,HR Specialist,HR,Junior,Email Drafting,Gemini,45.6,13.2,7,33.7,Daily,Japan,Hybrid
910,U0910,Financial Analyst,Finance,Senior,Email Drafting,Gemini,40.4,9.2,5,24.1,Daily,Germany,Remote
911,U0911,Manager,Management,Mid,Email Drafting,Notion AI,41.5,8.3,5,18.2,Daily,India,Remote
912,U0912,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,40.1,3.0,2,6.4,Weekly,India,Remote
913,U0913,Developer,Tech,Senior,Bug Fixing,Copilot,44.8,12.1,5,33.9,Daily,India,Hybrid
914,U0914,Developer,Tech,Mid,Bug Fixing,ChatGPT,47.0,8.7,4,19.2,Daily,India,Remote
915,U0915,HR Specialist,HR,Mid,Policy Q&A,ChatGPT,35.4,7.9,4,16.1,Daily,UK,Office
916,U0916,Developer,Tech,Junior,Coding Help,Gemini,50.4,10.4,6,22.9,Daily,USA,Remote
917,U0917,Manager,Management,Mid,Strategy,Notion AI,44.5,5.4,3,15.1,Daily,India,Office
918,U0918,Manager,Management,Junior,Scheduling,Notion AI,40.1,6.0,3,18.0,Occasional,India,Hybrid
919,U0919,Developer,Tech,Junior,Bug Fixing,ChatGPT,30.0,7.1,4,15.3,Daily,USA,Hybrid
920,U0920,Data Analyst,Tech,Senior,Data Analysis,Copilot,47.7,6.3,4,16.0,Daily,Japan,Hybrid
921,U0921,Developer,Tech,Senior,Code Review,Gemini,32.5,9.5,5,24.3,Daily,USA,Hybrid
922,U0922,Marketing Specialist,Marketing,Mid,Copywriting,Notion AI,33.8,8.1,3,23.9,Weekly,UK,Hybrid
923,U0923,Financial Analyst,Finance,Senior,Data Analysis,Gemini,46.9,10.4,6,25.4,Daily,UK,Hybrid
924,U0924,Manager,Management,Mid,Email Drafting,Notion AI,42.3,7.7,4,25.7,Daily,UK,Hybrid
925,U0925,Data Analyst,Tech,Senior,Query Generation,Notion AI,41.3,9.0,5,22.6,Daily,USA,Hybrid
926,U0926,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,36.6,8.8,6,21.4,Occasional,Japan,Remote
927,U0927,Designer,Marketing,Mid,Ideation,Gemini,36.0,6.9,5,17.7,Weekly,USA,Hybrid
928,U0928,Data Analyst,Tech,Mid,Visualization,Other,47.3,7.3,2,16.6,Daily,UK,Hybrid
929,U0929,Developer,Tech,Mid,Code Review,Copilot,35.1,8.6,4,19.6,Daily,India,Hybrid
930,U0930,Financial Analyst,Finance,Mid,Report Writing,Gemini,42.1,11.3,6,27.0,Daily,UK,Office
931,U0931,Developer,Tech,Senior,Coding Help,Copilot,33.8,11.4,6,25.4,Daily,USA,Office
932,U0932,Manager,Management,Junior,Strategy,ChatGPT,43.3,4.9,3,10.4,Occasional,USA,Office
933,U0933,Data Analyst,Tech,Senior,Report Writing,ChatGPT,43.1,7.2,4,17.6,Weekly,Japan,Hybrid
934,U0934,HR Specialist,HR,Senior,Report Writing,Gemini,44.1,9.0,6,21.3,Daily,Japan,Hybrid
935,U0935,Developer,Tech,Junior,Documentation,Gemini,43.2,8.1,5,19.2,Daily,Germany,Hybrid
936,U0936,Data Analyst,Tech,Junior,Report Writing,Gemini,44.5,8.7,4,24.9,Daily,Germany,Office
937,U0937,Financial Analyst,Finance,Junior,Report Writing,Copilot,47.9,5.8,3,15.4,Weekly,UK,Office
938,U0938,HR Specialist,HR,Junior,Policy Q&A,Gemini,46.6,7.0,3,19.0,Weekly,USA,Hybrid
939,U0939,Data Analyst,Tech,Senior,Visualization,Notion AI,45.9,11.2,6,27.2,Weekly,Canada,Hybrid
940,U0940,Marketing Specialist,Marketing,Mid,Copywriting,ChatGPT,38.5,7.1,4,21.2,Daily,USA,Remote
941,U0941,Developer,Tech,Mid,Bug Fixing,Gemini,34.6,10.7,6,29.8,Daily,Japan,Hybrid
942,U0942,Developer,Tech,Mid,Coding Help,Copilot,40.9,12.4,7,28.6,Daily,UK,Remote
943,U0943,Marketing Specialist,Marketing,Mid,Copywriting,Notion AI,45.4,8.3,5,15.8,Daily,USA,Hybrid
944,U0944,Data Analyst,Tech,Mid,Visualization,Gemini,43.1,13.5,7,33.4,Daily,Japan,Hybrid
945,U0945,Designer,Marketing,Junior,Ideation,ChatGPT,39.1,7.6,4,23.4,Weekly,USA,Remote
946,U0946,Developer,Tech,Junior,Coding Help,ChatGPT,48.2,6.5,4,15.5,Daily,USA,Hybrid
947,U0947,Manager,Management,Mid,Email Drafting,Copilot,40.9,10.7,6,24.0,Daily,USA,Hybrid
948,U0948,Developer,Tech,Mid,Bug Fixing,Copilot,45.7,9.0,5,21.4,Weekly,Japan,Hybrid
949,U0949,Designer,Marketing,Mid,Image Generation,Gemini,45.4,8.3,5,22.5,Weekly,USA,Remote
950,U0950,Designer,Marketing,Junior,Ideation,Gemini,41.7,8.1,4,19.0,Weekly,USA,Remote
951,U0951,Developer,Tech,Senior,Bug Fixing,ChatGPT,37.4,10.0,6,23.3,Daily,Japan,Hybrid
952,U0952,Marketing Specialist,Marketing,Junior,Copywriting,ChatGPT,49.9,3.7,2,7.7,Occasional,USA,Remote
953,U0953,Marketing Specialist,Marketing,Junior,Email Drafting,ChatGPT,46.4,5.9,3,17.8,Weekly,India,Remote
954,U0954,Developer,Tech,Junior,Coding Help,Notion AI,38.8,10.5,6,26.3,Daily,India,Remote
955,U0955,Developer,Tech,Junior,Bug Fixing,Gemini,39.7,7.2,4,16.5,Daily,Canada,Remote
956,U0956,Marketing Specialist,Marketing,Mid,Ideation,ChatGPT,33.1,6.2,3,13.3,Weekly,India,Remote
957,U0957,Developer,Tech,Junior,Code Review,ChatGPT,40.3,4.2,3,11.9,Weekly,Japan,Hybrid
958,U0958,Financial Analyst,Finance,Junior,Forecasting,ChatGPT,39.6,2.7,2,10.9,Weekly,USA,Remote
959,U0959,Developer,Tech,Senior,Code Review,Notion AI,41.7,8.0,5,13.4,Daily,India,Hybrid
960,U0960,Manager,Management,Mid,Report Writing,ChatGPT,41.1,9.2,4,17.7,Occasional,USA,Office
961,U0961,Financial Analyst,Finance,Mid,Forecasting,Copilot,42.8,6.9,3,19.4,Daily,USA,Hybrid
962,U0962,Developer,Tech,Junior,Coding Help,Copilot,30.0,5.4,2,17.1,Occasional,Japan,Remote
963,U0963,Developer,Tech,Mid,Coding Help,Notion AI,39.2,9.9,6,24.7,Daily,USA,Remote
964,U0964,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,47.1,7.5,4,20.1,Occasional,USA,Hybrid
965,U0965,Developer,Tech,Junior,Bug Fixing,Copilot,35.0,10.8,6,30.4,Occasional,India,Hybrid
966,U0966,Designer,Marketing,Junior,Image Generation,Gemini,48.5,4.7,4,8.5,Daily,USA,Remote
967,U0967,Developer,Tech,Senior,Documentation,ChatGPT,42.7,10.1,5,24.1,Daily,Japan,Remote
968,U0968,Data Analyst,Tech,Junior,Data Analysis,Gemini,39.9,9.3,7,27.8,Daily,India,Hybrid
969,U0969,Designer,Marketing,Mid,Ideation,Notion AI,42.5,9.2,4,23.6,Daily,Australia,Hybrid
970,U0970,Financial Analyst,Finance,Mid,Forecasting,ChatGPT,43.6,5.4,2,13.7,Weekly,USA,Hybrid
971,U0971,HR Specialist,HR,Mid,Email Drafting,ChatGPT,40.6,7.2,3,13.9,Daily,Germany,Hybrid
972,U0972,Developer,Tech,Senior,Code Review,Notion AI,46.0,14.3,8,36.1,Daily,USA,Hybrid
973,U0973,Data Analyst,Tech,Mid,Data Analysis,Gemini,41.3,7.4,5,16.8,Daily,Japan,Remote
974,U0974,Data Analyst,Tech,Mid,Report Writing,Gemini,44.2,10.8,7,30.3,Occasional,India,Office
975,U0975,Developer,Tech,Mid,Bug Fixing,ChatGPT,45.7,7.3,3,20.0,Daily,USA,Remote
976,U0976,Manager,Management,Junior,Scheduling,Gemini,41.3,7.5,6,15.7,Daily,USA,Hybrid
977,U0977,Manager,Management,Mid,Strategy,Notion AI,48.8,7.1,4,18.2,Daily,USA,Remote
978,U0978,HR Specialist,HR,Junior,Policy Q&A,Notion AI,43.6,4.7,3,11.5,Weekly,UK,Hybrid
979,U0979,Developer,Tech,Mid,Bug Fixing,Copilot,34.8,7.7,5,20.4,Weekly,India,Remote
980,U0980,Manager,Management,Junior,Strategy,Copilot,46.7,8.8,4,24.7,Weekly,USA,Remote
981,U0981,Data Analyst,Tech,Senior,Visualization,Notion AI,39.0,8.7,5,19.7,Daily,Germany,Remote
982,U0982,Developer,Tech,Senior,Code Review,Copilot,50.6,15.3,8,36.7,Daily,USA,Hybrid
983,U0983,Developer,Tech,Senior,Coding Help,Other,34.8,8.7,4,20.2,Daily,USA,Hybrid
984,U0984,Designer,Marketing,Mid,Copywriting,Notion AI,44.8,7.7,4,19.4,Daily,India,Hybrid
985,U0985,Data Analyst,Tech,Junior,Query Generation,Other,39.9,11.3,6,27.3,Weekly,USA,Hybrid
986,U0986,Designer,Marketing,Junior,Image Generation,ChatGPT,41.2,8.7,5,19.5,Daily,USA,Remote
987,U0987,Marketing Specialist,Marketing,Junior,Ideation,Gemini,48.9,8.1,6,21.3,Daily,USA,Hybrid
988,U0988,Financial Analyst,Finance,Mid,Report Writing,Gemini,39.9,13.1,8,36.0,Daily,India,Hybrid
989,U0989,Designer,Marketing,Junior,Copywriting,Gemini,45.7,5.8,4,13.5,Daily,India,Office
990,U0990,Manager,Management,Junior,Scheduling,ChatGPT,48.0,6.6,4,17.7,Daily,India,Remote
991,U0991,Financial Analyst,Finance,Mid,Email Drafting,Gemini,41.1,9.7,5,25.6,Weekly,Japan,Office
992,U0992,Designer,Marketing,Junior,Image Generation,Notion AI,37.1,9.5,5,19.3,Weekly,USA,Office
993,U0993,Financial Analyst,Finance,Senior,Data Analysis,Gemini,48.5,5.2,4,15.6,Occasional,USA,Remote
994,U0994,Developer,Tech,Mid,Documentation,Notion AI,44.8,3.9,3,10.4,Weekly,India,Remote
995,U0995,Marketing Specialist,Marketing,Junior,Market Research,Notion AI,48.3,5.4,3,12.9,Occasional,USA,Hybrid
996,U0996,HR Specialist,HR,Junior,Job Description Writing,ChatGPT,38.4,7.1,4,17.7,Daily,USA,Office
997,U0997,Manager,Management,Senior,Email Drafting,Notion AI,42.1,8.6,6,18.4,Weekly,Canada,Hybrid
998,U0998,Developer,Tech,Mid,Bug Fixing,Copilot,46.0,14.0,8,30.2,Occasional,USA,Remote
999,U0999,Developer,Tech,Junior,Documentation,Gemini,38.8,6.0,4,16.6,Weekly,USA,Hybrid
1000,U1000,Data Analyst,Tech,Senior,Report Writing,Copilot,41.0,11.7,6,30.2,Daily,USA,Remote
